Index	chr	start	end	name	PeakID	gname	blacklist
10030	chr19	49334171	49336171	ENSG00000104894	ENSG00000104894	CD37	0
10031	chr19	49360783	49362783	ENSG00000104901	ENSG00000104901	DKKL1	0
10032	chr19	49361457	49363457	ENSG00000074219	ENSG00000074219	TEAD2	0
10033	chr19	49387218	49389218	ENSG00000161609	ENSG00000161609	CCDC155	0
10034	chr19	49422441	49424441	ENSG00000142538	ENSG00000142538	PTH2	0
10035	chr19	49422749	49424749	ENSG00000261949	ENSG00000261949	GFY	0
10036	chr19	49441360	49443360	ENSG00000104888	ENSG00000104888	SLC17A7	0
10037	chr19	49452169	49454169	ENSG00000161618	ENSG00000161618	ALDH16A1	0
10038	chr19	49452497	49454497	ENSG00000104872	ENSG00000104872	PIH1D1	0
10039	chr19	49461752	49463752	ENSG00000269469	ENSG00000269469	CTD-3148I10.9	0
10040	chr19	49473207	49475207	ENSG00000090554	ENSG00000090554	FLT3LG	0
10041	chr19	49486554	49488554	ENSG00000142541	ENSG00000142541	RPL13A	0
10042	chr19	49495365	49497365	ENSG00000142534	ENSG00000142534	RPS11	0
10043	chr19	49505816	49507816	ENSG00000104870	ENSG00000104870	FCGRT	0
10044	chr19	49526618	49528618	ENSG00000142552	ENSG00000142552	RCN3	0
10045	chr19	49579646	49581646	ENSG00000126460	ENSG00000126460	PRRG2	0
10046	chr19	49589262	49591262	ENSG00000142546	ENSG00000142546	NOSIP	0
10047	chr19	49590643	49592643	ENSG00000126464	ENSG00000126464	PRR12	0
10048	chr19	49639201	49641201	ENSG00000126458	ENSG00000126458	RRAS	0
10049	chr19	49641125	49643125	ENSG00000126461	ENSG00000126461	SCAF1	0
10050	chr19	49664142	49666142	ENSG00000126453	ENSG00000126453	BCL2L12	0
10051	chr19	49664875	49666875	ENSG00000126456	ENSG00000126456	IRF3	0
10052	chr19	49674786	49676786	ENSG00000126457	ENSG00000126457	PRMT1	0
10053	chr19	49687664	49689664	ENSG00000224420	ENSG00000224420	ADM5	0
10054	chr19	49689898	49691898	ENSG00000169169	ENSG00000169169	CPT1C	0
10055	chr19	49762330	49764330	ENSG00000126467	ENSG00000126467	TSKS	0
10056	chr19	49765968	49767968	ENSG00000196961	ENSG00000196961	AP2A1	0
10057	chr19	49816376	49818376	ENSG00000010361	ENSG00000010361	FUZ	0
10058	chr19	49817279	49819279	ENSG00000104973	ENSG00000104973	MED25	0
10059	chr19	49849735	49851735	ENSG00000104960	ENSG00000104960	PTOV1	0
10060	chr19	49876425	49878425	ENSG00000104946	ENSG00000104946	TBC1D17	0
10061	chr19	49877351	49879351	ENSG00000039650	ENSG00000039650	PNKP	0
10062	chr19	49877459	49879459	ENSG00000204673	ENSG00000204673	AKT1S1	0
10063	chr19	49927702	49929702	ENSG00000169136	ENSG00000169136	ATF5	0
10064	chr19	49928539	49930539	ENSG00000104951	ENSG00000104951	IL4I1	0
10065	chr19	49928763	49930763	ENSG00000213024	ENSG00000213024	NUP62	0
10066	chr19	49957391	49959391	ENSG00000269179	ENSG00000269179	CTC-326K19.6	0
10067	chr19	49960172	49962172	ENSG00000161640	ENSG00000161640	SIGLEC11	0
10068	chr19	50024714	50026714	ENSG00000142528	ENSG00000142528	ZNF473	0
10069	chr19	50024946	50026946	ENSG00000105053	ENSG00000105053	VRK3	0
10070	chr19	50162195	50164195	ENSG00000161652	ENSG00000161652	IZUMO2	0
10071	chr19	50187186	50189186	ENSG00000105357	ENSG00000105357	MYH14	0
10072	chr19	50328653	50330653	ENSG00000131408	ENSG00000131408	NR1H2	0
10073	chr19	50332515	50334515	ENSG00000131398	ENSG00000131398	KCNC3	0
10074	chr19	50364830	50366830	ENSG00000131400	ENSG00000131400	NAPSA	0
10075	chr19	50383204	50385204	ENSG00000062822	ENSG00000062822	POLD1	0
10076	chr19	50414799	50416799	ENSG00000142539	ENSG00000142539	CTD-2545M3.6	0
10077	chr19	50417938	50419938	ENSG00000269404	ENSG00000269404	SPIB	0
10078	chr19	50431903	50433903	ENSG00000086967	ENSG00000086967	MYBPC2	0
10079	chr19	50475400	50477400	ENSG00000161671	ENSG00000161671	EMC10	0
10080	chr19	50475753	50477753	ENSG00000142530	ENSG00000142530	FAM71E1	0
10081	chr19	50510353	50512353	ENSG00000161677	ENSG00000161677	JOSD2	0
10082	chr19	50513690	50515690	ENSG00000204653	ENSG00000204653	ASPDH	0
10083	chr19	50567045	50569045	ENSG00000131409	ENSG00000131409	LRRC4B	0
10084	chr19	50648445	50650445	ENSG00000235034	ENSG00000235034	C19orf81	0
10085	chr19	50667394	50669394	ENSG00000213023	ENSG00000213023	SYT3	0
10086	chr19	50718450	50720450	ENSG00000161681	ENSG00000161681	SHANK1	0
10087	chr19	50722329	50724329	ENSG00000105472	ENSG00000105472	CLEC11A	0
10088	chr19	50769464	50771464	ENSG00000142511	ENSG00000142511	GPR32	0
10089	chr19	50789415	50791415	ENSG00000142513	ENSG00000142513	ACPT	0
10090	chr19	50803929	50805929	ENSG00000167747	ENSG00000167747	C19orf48	0
10091	chr19	50822787	50824787	ENSG00000167748	ENSG00000167748	KLK1	0
10092	chr19	50836213	50838213	ENSG00000174562	ENSG00000174562	KLK15	0
10093	chr19	50853915	50855915	ENSG00000142515	ENSG00000142515	KLK3	0
10094	chr19	50860568	50862568	ENSG00000167751	ENSG00000167751	KLK2	0
10095	chr19	50909738	50911738	ENSG00000167749	ENSG00000167749	KLK4	0
10096	chr19	50952093	50954093	ENSG00000167754	ENSG00000167754	KLK5	0
10097	chr19	50968673	50970673	ENSG00000167755	ENSG00000167755	KLK6	0
10098	chr19	50983099	50985099	ENSG00000169035	ENSG00000169035	KLK7	0
10099	chr19	51001711	51003711	ENSG00000129455	ENSG00000129455	KLK8	0
10100	chr19	51008581	51010581	ENSG00000269741	ENSG00000269741	KLK9	0
10101	chr19	51019175	51021175	ENSG00000129451	ENSG00000129451	KLK10	0
10102	chr19	51027039	51029039	ENSG00000167757	ENSG00000167757	KLK11	0
10103	chr19	51034230	51036230	ENSG00000186474	ENSG00000186474	KLK12	0
10104	chr19	51064114	51066114	ENSG00000167759	ENSG00000167759	KLK13	0
10105	chr19	51083245	51085245	ENSG00000129437	ENSG00000129437	KLK14	0
10106	chr19	51107370	51109370	ENSG00000142544	ENSG00000142544	CTU1	0
10107	chr19	51123908	51125908	ENSG00000129450	ENSG00000129450	SIGLEC9	0
10108	chr19	51141299	51143299	ENSG00000168995	ENSG00000168995	SIGLEC7	0
10109	chr19	51224064	51226064	ENSG00000105383	ENSG00000105383	CD33	0
10110	chr19	51245348	51247348	ENSG00000179213	ENSG00000179213	SIGLECL1	0
10111	chr19	51310848	51312848	ENSG00000142549	ENSG00000142549	IGLON5	0
10112	chr19	51341124	51343124	ENSG00000186806	ENSG00000186806	VSIG10L	0
10113	chr19	51365418	51367418	ENSG00000105379	ENSG00000105379	ETFB	0
10114	chr19	51367099	51369099	ENSG00000269403	ENSG00000269403	CTD-2616J11.11	0
10115	chr19	51368003	51370003	ENSG00000160318	ENSG00000160318	CLDND2	0
10116	chr19	51371715	51373715	ENSG00000105374	ENSG00000105374	NKG7	0
10117	chr19	51386960	51388960	ENSG00000105370	ENSG00000105370	LIM2	0
10118	chr19	51389574	51391574	ENSG00000262874	ENSG00000262874	C19orf84	0
10119	chr19	51416803	51418803	ENSG00000142512	ENSG00000142512	SIGLEC10	0
10120	chr19	51457456	51459456	ENSG00000105366	ENSG00000105366	SIGLEC8	0
10121	chr19	51477622	51479622	ENSG00000213822	ENSG00000213822	CEACAM18	0
10122	chr19	51500789	51502789	ENSG00000254521	ENSG00000254521	SIGLEC12	0
10123	chr19	51530856	51532856	ENSG00000105492	ENSG00000105492	SIGLEC6	0
10124	chr19	51570298	51572298	ENSG00000105497	ENSG00000105497	ZNF175	0
10125	chr19	51645801	51647801	ENSG00000254415	ENSG00000254415	SIGLEC14	0
10126	chr19	51645889	51647889	ENSG00000268500	ENSG00000268500	SIGLEC5	0
10127	chr19	51722994	51724994	ENSG00000105509	ENSG00000105509	HAS1	0
10128	chr19	51751026	51753026	ENSG00000171049	ENSG00000171049	FPR2	0
10129	chr19	51794163	51796163	ENSG00000187474	ENSG00000187474	FPR3	0
10130	chr19	51803110	51805110	ENSG00000171051	ENSG00000171051	FPR1	0
10131	chr19	51878872	51880872	ENSG00000176024	ENSG00000176024	ZNF613	0
10132	chr19	51889950	51891950	ENSG00000161551	ENSG00000161551	ZNF577	0
10133	chr19	51904040	51906040	ENSG00000198093	ENSG00000198093	ZNF649	0
10134	chr19	51985856	51987856	ENSG00000256683	ENSG00000256683	ZNF350	0
10135	chr19	52007230	52009230	ENSG00000197619	ENSG00000197619	ZNF615	0
10136	chr19	52029240	52031240	ENSG00000142556	ENSG00000142556	ZNF614	0
10137	chr19	52094738	52096738	ENSG00000256087	ENSG00000256087	ZNF432	0
10138	chr19	52094765	52096765	ENSG00000197608	ENSG00000197608	ZNF841	0
10139	chr19	52138922	52140922	ENSG00000204611	ENSG00000204611	ZNF616	0
10140	chr19	52170643	52172643	ENSG00000196267	ENSG00000196267	ZNF836	0
10141	chr19	52189039	52191039	ENSG00000105568	ENSG00000105568	PPP2R1A	0
10142	chr19	52268571	52270571	ENSG00000196214	ENSG00000196214	ZNF766	0
10143	chr19	52296177	52298177	ENSG00000198464	ENSG00000198464	ZNF480	0
10144	chr19	52335245	52337245	ENSG00000167554	ENSG00000167554	ZNF610	0
10145	chr19	52368917	52370917	ENSG00000221923	ENSG00000221923	ZNF880	0
10146	chr19	52396849	52398849	ENSG00000167555	ENSG00000167555	ZNF528	0
10147	chr19	52428187	52430187	ENSG00000198633	ENSG00000198633	ZNF534	0
10148	chr19	52452576	52454576	ENSG00000258405	ENSG00000258405	ZNF578	0
10149	chr19	52526652	52528652	ENSG00000198482	ENSG00000198482	ZNF808	0
10150	chr19	52554822	52556822	ENSG00000167562	ENSG00000167562	ZNF701	0
10151	chr19	52689496	52691496	ENSG00000167766	ENSG00000167766	ZNF83	0
10152	chr19	52734073	52736073	ENSG00000213020	ENSG00000213020	ZNF611	0
10153	chr19	52817004	52819004	ENSG00000189190	ENSG00000189190	ZNF600	0
10154	chr19	52856600	52858600	ENSG00000198538	ENSG00000198538	ZNF28	0
10155	chr19	52856649	52858649	ENSG00000204604	ENSG00000204604	ZNF468	0
10156	chr19	52896693	52898693	ENSG00000182986	ENSG00000182986	ZNF320	0
10157	chr19	52961823	52963823	ENSG00000221874	ENSG00000221874	ZNF321P	0
10158	chr19	52961911	52963911	ENSG00000180257	ENSG00000180257	ZNF816	0
10159	chr19	53012921	53014921	ENSG00000269526	ENSG00000269526	ERVV-1	0
10160	chr19	53043738	53045738	ENSG00000268964	ENSG00000268964	ERVV-2	0
10161	chr19	53102436	53104436	ENSG00000170949	ENSG00000170949	ZNF160	0
10162	chr19	53132077	53134077	ENSG00000170954	ENSG00000170954	ZNF415	0
10163	chr19	53158075	53160075	ENSG00000197937	ENSG00000197937	ZNF347	0
10164	chr19	53192386	53194386	ENSG00000197497	ENSG00000197497	ZNF665	0
10165	chr19	53253898	53255898	ENSG00000197928	ENSG00000197928	ZNF677	0
10166	chr19	53257292	53259292	ENSG00000196131	ENSG00000196131	VN1R2	0
10167	chr19	53266723	53268723	ENSG00000228567	ENSG00000228567	VN1R4	0
10168	chr19	53290626	53292626	ENSG00000163098	ENSG00000163098	BIRC8	0
10169	chr19	53332749	53334749	ENSG00000213799	ENSG00000213799	ZNF845	0
10170	chr19	53364693	53366693	ENSG00000203326	ENSG00000203326	ZNF525	0
10171	chr19	53388793	53390793	ENSG00000196417	ENSG00000196417	ZNF765	0
10172	chr19	53430993	53432993	ENSG00000160336	ENSG00000160336	ZNF761	0
10173	chr19	53466735	53468735	ENSG00000198346	ENSG00000198346	ZNF813	0
10174	chr19	53519981	53521981	ENSG00000130844	ENSG00000130844	ZNF331	0
10175	chr19	53607451	53609451	ENSG00000268864	ENSG00000268864	CTB-167G5.5	0
10176	chr19	53631056	53633056	ENSG00000204595	ENSG00000204595	DPRX	0
10177	chr19	53823394	53825394	ENSG00000142405	ENSG00000142405	NLRP12	0
10178	chr19	53865223	53867223	ENSG00000179820	ENSG00000179820	MYADM	0
10179	chr19	53878190	53880190	ENSG00000126583	ENSG00000126583	PRKCG	0
10180	chr19	53908335	53910335	ENSG00000105605	ENSG00000105605	CACNG7	0
10181	chr19	53962040	53964040	ENSG00000142408	ENSG00000142408	CACNG8	0
10182	chr19	53991288	53993288	ENSG00000130433	ENSG00000130433	CACNG6	0
10183	chr19	54062953	54064953	ENSG00000189068	ENSG00000189068	VSTM1	0
10184	chr19	54080365	54082365	ENSG00000248385	ENSG00000248385	TARM1	0
10185	chr19	54101692	54103692	ENSG00000170909	ENSG00000170909	OSCAR	0
10186	chr19	54101728	54103728	ENSG00000170906	ENSG00000170906	NDUFA3	0
10187	chr19	54114410	54116410	ENSG00000105618	ENSG00000105618	PRPF31	0
10188	chr19	54114675	54116675	ENSG00000105619	ENSG00000105619	TFPT	0
10189	chr19	54136728	54138728	ENSG00000088038	ENSG00000088038	CNOT3	0
10190	chr19	54158882	54160882	ENSG00000105617	ENSG00000105617	LENG1	0
10191	chr19	54172250	54174250	ENSG00000167608	ENSG00000167608	TMC4	0
10192	chr19	54188882	54190882	ENSG00000125505	ENSG00000125505	MBOAT7	0
10193	chr19	54188938	54190938	ENSG00000170892	ENSG00000170892	TSEN34	0
10194	chr19	54199742	54201742	ENSG00000170889	ENSG00000170889	RPS9	0
10195	chr19	54222506	54224506	ENSG00000204577	ENSG00000204577	LILRB3	0
10196	chr19	54241800	54243800	ENSG00000244482	ENSG00000244482	LILRA6	0
10197	chr19	54256301	54258301	ENSG00000105609	ENSG00000105609	LILRB5	0
10198	chr19	54280184	54282184	ENSG00000131042	ENSG00000131042	LILRB2	0
10199	chr19	54312139	54314139	ENSG00000187116	ENSG00000187116	LILRA5	0
10200	chr19	54338150	54340150	ENSG00000239961	ENSG00000239961	LILRA4	0
10201	chr19	54369558	54371558	ENSG00000167613	ENSG00000167613	LAIR1	0
10202	chr19	54414219	54416219	ENSG00000167614	ENSG00000167614	TTYH1	0
10203	chr19	54447887	54449887	ENSG00000167615	ENSG00000167615	LENG8	0
10204	chr19	54462711	54464711	ENSG00000275183	ENSG00000275183	LENG9	0
10205	chr19	54472264	54474264	ENSG00000167617	ENSG00000167617	CDC42EP5	0
10206	chr19	54496879	54498879	ENSG00000167618	ENSG00000167618	LAIR2	0
10207	chr19	54531692	54533692	ENSG00000104970	ENSG00000104970	KIR3DX1	0
10208	chr19	54571920	54573920	ENSG00000239998	ENSG00000239998	LILRA2	0
10209	chr19	54572879	54574879	ENSG00000104974	ENSG00000104974	LILRA1	0
10210	chr19	54616158	54618158	ENSG00000104972	ENSG00000104972	LILRB1	0
10211	chr19	54642889	54644889	ENSG00000186818	ENSG00000186818	LILRB4	0
10212	chr19	54723459	54725459	ENSG00000243772	ENSG00000243772	KIR2DL3	0
10213	chr19	54723479	54725479	ENSG00000242019	ENSG00000242019	KIR3DL3	0
10214	chr19	54723497	54725497	ENSG00000167633	ENSG00000167633	KIR3DL1	0
10215	chr19	54768811	54770811	ENSG00000125498	ENSG00000125498	KIR2DL1	0
10216	chr19	54802535	54804535	ENSG00000189013	ENSG00000189013	KIR2DL4	0
10217	chr19	54849443	54851443	ENSG00000240403	ENSG00000240403	KIR3DL2	0
10218	chr19	54873248	54875248	ENSG00000186431	ENSG00000186431	FCAR	0
10219	chr19	54905150	54907150	ENSG00000189430	ENSG00000189430	NCR1	0
10220	chr19	54952130	54954130	ENSG00000022556	ENSG00000022556	NLRP2	0
10221	chr19	54965312	54967312	ENSG00000167634	ENSG00000167634	NLRP7	0
10222	chr19	55037264	55039264	ENSG00000088053	ENSG00000088053	GP6	0
10223	chr19	55070291	55072291	ENSG00000160439	ENSG00000160439	RDH13	0
10224	chr19	55071020	55073020	ENSG00000131037	ENSG00000131037	EPS8L1	0
10225	chr19	55116559	55118559	ENSG00000125503	ENSG00000125503	PPP1R12C	0
10226	chr19	55148354	55150354	ENSG00000105048	ENSG00000105048	TNNT1	0
10227	chr19	55156773	55158773	ENSG00000129991	ENSG00000129991	TNNI3	0
10228	chr19	55159671	55161671	ENSG00000267110	ENSG00000267110	CTD-2587H24.4	0
10229	chr19	55165722	55167722	ENSG00000167646	ENSG00000167646	DNAAF3	0
10230	chr19	55179441	55181441	ENSG00000129990	ENSG00000129990	SYT5	0
10231	chr19	55208506	55210506	ENSG00000080031	ENSG00000080031	PTPRH	0
10232	chr19	55228264	55230264	ENSG00000180089	ENSG00000180089	TMEM86B	0
10233	chr19	55257995	55259995	ENSG00000105063	ENSG00000105063	PPP6R1	0
10234	chr19	55279381	55281381	ENSG00000133265	ENSG00000133265	HSPBP1	0
10235	chr19	55281072	55283072	ENSG00000160469	ENSG00000160469	BRSK1	0
10236	chr19	55333048	55335048	ENSG00000180061	ENSG00000180061	TMEM150B	0
10237	chr19	55338853	55340853	ENSG00000133247	ENSG00000133247	SUV420H2	0
10238	chr19	55353814	55355814	ENSG00000160471	ENSG00000160471	COX6B2	0
10239	chr19	55358516	55360516	ENSG00000267706	ENSG00000267706	CTD-2105E13.6	0
10240	chr19	55362260	55364260	ENSG00000180043	ENSG00000180043	FAM71E2	0
10241	chr19	55369463	55371463	ENSG00000095752	ENSG00000095752	IL11	0
10242	chr19	55375836	55377836	ENSG00000160472	ENSG00000160472	TMEM190	0
10243	chr19	55383598	55385598	ENSG00000233493	ENSG00000233493	TMEM238	0
10244	chr19	55384345	55386345	ENSG00000108107	ENSG00000108107	RPL28	0
10245	chr19	55406777	55408777	ENSG00000108106	ENSG00000108106	UBE2S	0
10246	chr19	55441863	55443863	ENSG00000187902	ENSG00000187902	SHISA7	0
10247	chr19	55461343	55463343	ENSG00000063241	ENSG00000063241	ISOC2	0
10248	chr19	55475332	55477332	ENSG00000197483	ENSG00000197483	ZNF628	0
10249	chr19	55484004	55486004	ENSG00000090971	ENSG00000090971	NAT14	0
10250	chr19	55487404	55489404	ENSG00000179954	ENSG00000179954	SSC5D	0
10251	chr19	55536089	55538089	ENSG00000187550	ENSG00000187550	SBK2	0
10252	chr19	55544543	55546543	ENSG00000231274	ENSG00000231274	SBK3	0
10253	chr19	55579845	55581845	ENSG00000218891	ENSG00000218891	ZNF579	0
10254	chr19	55599022	55601022	ENSG00000171443	ENSG00000171443	ZNF524	0
10255	chr19	55600970	55602970	ENSG00000179943	ENSG00000179943	FIZ1	0
10256	chr19	55604405	55606405	ENSG00000261221	ENSG00000261221	ZNF865	0
10257	chr19	55623601	55625601	ENSG00000179922	ENSG00000179922	ZNF784	0
10258	chr19	55634016	55636016	ENSG00000213015	ENSG00000213015	ZNF580	0
10259	chr19	55634459	55636459	ENSG00000171425	ENSG00000171425	ZNF581	0
10260	chr19	55640062	55642062	ENSG00000173581	ENSG00000173581	CCDC106	0
10261	chr19	55653146	55655146	ENSG00000063244	ENSG00000063244	U2AF2	0
10262	chr19	55674226	55676226	ENSG00000063245	ENSG00000063245	EPN1	0
10263	chr19	55737402	55739402	ENSG00000185792	ENSG00000185792	NLRP9	0
10264	chr19	55758014	55760014	ENSG00000223638	ENSG00000223638	RFPL4A	0
10265	chr19	55768141	55770141	ENSG00000229292	ENSG00000229292	RFPL4AL1	0
10266	chr19	55835578	55837578	ENSG00000160505	ENSG00000160505	NLRP4	0
10267	chr19	55835800	55837800	ENSG00000179873	ENSG00000179873	NLRP11	0
10268	chr19	55931336	55933336	ENSG00000173572	ENSG00000173572	NLRP13	0
10269	chr19	55946832	55948832	ENSG00000179709	ENSG00000179709	NLRP8	0
10270	chr19	55998726	56000726	ENSG00000171487	ENSG00000171487	NLRP5	0
10271	chr19	56120280	56122280	ENSG00000142409	ENSG00000142409	ZNF787	0
10272	chr19	56131599	56133599	ENSG00000167685	ENSG00000167685	ZNF444	0
10273	chr19	56175020	56177020	ENSG00000197487	ENSG00000197487	GALP	0
10274	chr19	56196920	56198920	ENSG00000197213	ENSG00000197213	ZSCAN5B	0
10275	chr19	56201301	56203301	ENSG00000204532	ENSG00000204532	ZSCAN5C	0
10276	chr19	56243043	56245043	ENSG00000267908	ENSG00000267908	ZSCAN5DP	0
10277	chr19	56271769	56273769	ENSG00000267710	ENSG00000267710	AC006116.20	0
10278	chr19	56367383	56369383	ENSG00000131848	ENSG00000131848	ZSCAN5A	0
10279	chr19	56392545	56394545	ENSG00000018869	ENSG00000018869	ZNF582	0
10280	chr19	56396966	56398966	ENSG00000198440	ENSG00000198440	ZNF583	0
10281	chr19	56477065	56479065	ENSG00000198046	ENSG00000198046	ZNF667	0
10282	chr19	56506843	56508843	ENSG00000196263	ENSG00000196263	ZNF471	0
10283	chr19	56537948	56539948	ENSG00000196867	ENSG00000196867	ZFP28	0
10284	chr19	56566511	56568511	ENSG00000197016	ENSG00000197016	ZNF470	0
10285	chr19	56594264	56596264	ENSG00000197951	ENSG00000197951	ZNF71	0
10286	chr19	56642145	56644145	ENSG00000268182	ENSG00000268182	SMIM17	0
10287	chr19	56670783	56672783	ENSG00000127903	ENSG00000127903	ZNF835	0
10288	chr19	56839728	56841728	ENSG00000198300	ENSG00000198300	PEG3	0
10289	chr19	56839729	56841729	ENSG00000269699	ENSG00000269699	ZIM2	0
10290	chr19	57118138	57120138	ENSG00000131864	ENSG00000131864	USP29	0
10291	chr19	57144202	57146202	ENSG00000141946	ENSG00000141946	ZIM3	0
10292	chr19	57166443	57168443	ENSG00000258873	ENSG00000258873	DUXA	0
10293	chr19	57190500	57192500	ENSG00000083844	ENSG00000083844	ZNF264	0
10294	chr19	57229802	57231802	ENSG00000105146	ENSG00000105146	AURKC	0
10295	chr19	57239685	57241685	ENSG00000204524	ENSG00000204524	ZNF805	0
10296	chr19	57279051	57281051	ENSG00000197714	ENSG00000197714	ZNF460	0
10297	chr19	57319509	57321509	ENSG00000178229	ENSG00000178229	ZNF543	0
10298	chr19	57350307	57352307	ENSG00000131845	ENSG00000131845	ZNF304	0
10299	chr19	57362477	57364477	ENSG00000152433	ENSG00000152433	ZNF547	0
10300	chr19	57362511	57364511	ENSG00000256060	ENSG00000256060	TRAPPC2P1	0
10301	chr19	57362566	57364566	ENSG00000268133	ENSG00000268133	AC003002.4	0
10302	chr19	57388850	57390850	ENSG00000188785	ENSG00000188785	ZNF548	0
10303	chr19	57388884	57390884	ENSG00000269533	ENSG00000269533	AC003002.6	0
10304	chr19	57393183	57395183	ENSG00000268533	ENSG00000268533	AC004076.7	0
10305	chr19	57410163	57412163	ENSG00000186272	ENSG00000186272	ZNF17	0
10306	chr19	57434329	57436329	ENSG00000186230	ENSG00000186230	ZNF749	0
10307	chr19	57456142	57458142	ENSG00000178201	ENSG00000178201	VN1R1	0
10308	chr19	57476536	57478536	ENSG00000268163	ENSG00000268163	AC004076.9	0
10309	chr19	57476570	57478570	ENSG00000197128	ENSG00000197128	ZNF772	0
10310	chr19	57486711	57488711	ENSG00000105136	ENSG00000105136	ZNF419	0
10311	chr19	57486718	57488718	ENSG00000268107	ENSG00000268107	AC003005.4	0
10312	chr19	57498915	57500915	ENSG00000152439	ENSG00000152439	ZNF773	0
10313	chr19	57526325	57528325	ENSG00000121406	ENSG00000121406	ZNF549	0
10314	chr19	57558863	57560863	ENSG00000251369	ENSG00000251369	ZNF550	0
10315	chr19	57577456	57579456	ENSG00000171649	ENSG00000171649	ZIK1	0
10316	chr19	57577927	57579927	ENSG00000083817	ENSG00000083817	ZNF416	0
10317	chr19	57598885	57600885	ENSG00000183647	ENSG00000183647	ZNF530	0
10318	chr19	57613233	57615233	ENSG00000213762	ENSG00000213762	ZNF134	0
10319	chr19	57629395	57631395	ENSG00000121417	ENSG00000121417	ZNF211	0
10320	chr19	57667935	57669935	ENSG00000180532	ENSG00000180532	ZSCAN4	0
10321	chr19	57680969	57682969	ENSG00000204519	ENSG00000204519	ZNF551	0
10322	chr19	57681045	57683045	ENSG00000269026	ENSG00000269026	AC003006.7	0
10323	chr19	57708194	57710194	ENSG00000179909	ENSG00000179909	ZNF154	0
10324	chr19	57726624	57728624	ENSG00000083814	ENSG00000083814	ZNF671	0
10325	chr19	57745796	57747796	ENSG00000152443	ENSG00000152443	ZNF776	0
10326	chr19	57768655	57770655	ENSG00000083828	ENSG00000083828	ZNF586	0
10327	chr19	57813913	57815913	ENSG00000178935	ENSG00000178935	ZNF552	0
10328	chr19	57818719	57820719	ENSG00000268750	ENSG00000268750	CTD-2583A14.10	0
10329	chr19	57818741	57820741	ENSG00000269343	ENSG00000269343	ZNF587B	0
10330	chr19	57848857	57850857	ENSG00000198466	ENSG00000198466	ZNF587	0
10331	chr19	57888074	57890074	ENSG00000204514	ENSG00000204514	ZNF814	0
10332	chr19	57915591	57917591	ENSG00000269476	ENSG00000269476	CTD-2583A14.9	0
10333	chr19	57915610	57917610	ENSG00000173480	ENSG00000173480	ZNF417	0
10334	chr19	57934393	57936393	ENSG00000196724	ENSG00000196724	ZNF418	0
10335	chr19	57946675	57948675	ENSG00000152454	ENSG00000152454	ZNF256	0
10336	chr19	57973534	57975534	ENSG00000177025	ENSG00000177025	C19orf18	0
10337	chr19	58001061	58003061	ENSG00000176593	ENSG00000176593	CTD-2368P22.1	0
10338	chr19	58002349	58004349	ENSG00000166704	ENSG00000166704	ZNF606	0
10339	chr19	58033032	58035032	ENSG00000152467	ENSG00000152467	ZSCAN1	0
10340	chr19	58058239	58060239	ENSG00000176293	ENSG00000176293	ZNF135	0
10341	chr19	58117427	58119427	ENSG00000121413	ENSG00000121413	ZSCAN18	0
10342	chr19	58154110	58156110	ENSG00000181894	ENSG00000181894	ZNF329	0
10343	chr19	58182029	58184029	ENSG00000171606	ENSG00000171606	ZNF274	0
10344	chr19	58227594	58229594	ENSG00000198131	ENSG00000198131	ZNF544	0
10345	chr19	58228465	58230465	ENSG00000269545	ENSG00000269545	CTD-3138B18.4	0
10346	chr19	58277951	58279951	ENSG00000278129	ENSG00000278129	ZNF8	0
10347	chr19	58277966	58279966	ENSG00000267216	ENSG00000267216	AC010642.1	0
10348	chr19	58326019	58328019	ENSG00000182318	ENSG00000182318	ZSCAN22	0
10349	chr19	58352499	58354499	ENSG00000121410	ENSG00000121410	A1BG	0
10350	chr19	58361848	58363848	ENSG00000174586	ENSG00000174586	ZNF497	0
10351	chr19	58380060	58382060	ENSG00000152475	ENSG00000152475	ZNF837	0
10352	chr19	58385400	58387400	ENSG00000083845	ENSG00000083845	RPS5	0
10353	chr19	58395090	58397090	ENSG00000269855	ENSG00000269855	AC012313.1	0
10354	chr19	58400504	58402504	ENSG00000171574	ENSG00000171574	ZNF584	0
10355	chr19	58439222	58441222	ENSG00000131849	ENSG00000131849	ZNF132	0
10356	chr19	58450604	58452604	ENSG00000249471	ENSG00000249471	ZNF324B	0
10357	chr19	58466045	58468045	ENSG00000083812	ENSG00000083812	ZNF324	0
10358	chr19	58473017	58475017	ENSG00000083838	ENSG00000083838	ZNF446	0
10359	chr19	58511413	58513413	ENSG00000083807	ENSG00000083807	SLC27A5	0
10360	chr19	58537911	58539911	ENSG00000119574	ENSG00000119574	ZBTB45	0
10361	chr19	58543091	58545091	ENSG00000130726	ENSG00000130726	TRIM28	0
10362	chr19	58554124	58556124	ENSG00000130724	ENSG00000130724	CHMP2A	0
10363	chr19	58557960	58559960	ENSG00000130725	ENSG00000130725	UBE2M	0
10364	chr19	58572575	58574575	ENSG00000099326	ENSG00000099326	MZF1	0
10365	chr2	45870	47870	ENSG00000184731	ENSG00000184731	FAM110C	0
10366	chr2	263140	265140	ENSG00000143727	ENSG00000143727	ACP1	0
10367	chr2	265398	267398	ENSG00000035115	ENSG00000035115	SH3YL1	0
10368	chr2	287851	289851	ENSG00000189292	ENSG00000189292	FAM150B	0
